cores,m,k,n,time,GFLOPS
44,10000,10000,10000,1.013073,1974.191090
44,10000,10000,10000,1.010200,1979.805054
44,10000,10000,10000,1.010948,1978.341613
44,10000,10000,10000,1.008813,1982.527358
44,10000,10000,10000,0.985599,2029.223742
45,10000,10000,10000,0.997533,2004.945392
45,10000,10000,10000,0.969441,2063.045416
45,10000,10000,10000,1.003818,1992.393710
45,10000,10000,10000,0.987795,2024.712417
45,10000,10000,10000,0.992202,2015.719473
46,10000,10000,10000,0.971939,2057.741763
46,10000,10000,10000,1.001069,1997.863541
46,10000,10000,10000,0.983390,2033.781543
46,10000,10000,10000,0.990582,2019.014232
46,10000,10000,10000,1.000896,1998.209464
47,10000,10000,10000,1.084592,1844.010921
47,10000,10000,10000,1.060004,1886.784779
47,10000,10000,10000,1.066770,1874.818491
47,10000,10000,10000,1.042120,1919.164838
47,10000,10000,10000,1.060030,1886.738757
48,10000,10000,10000,0.915947,2183.532651
48,10000,10000,10000,0.918994,2176.293911
48,10000,10000,10000,0.918704,2176.979454
48,10000,10000,10000,0.929226,2152.327982
48,10000,10000,10000,0.919423,2175.276299
49,10000,10000,10000,0.949909,2105.465141
49,10000,10000,10000,0.922500,2168.022620
49,10000,10000,10000,0.923461,2165.764817
49,10000,10000,10000,0.941773,2123.653686
49,10000,10000,10000,0.917111,2180.760584
50,10000,10000,10000,0.897403,2228.652819
50,10000,10000,10000,0.908038,2202.549925
50,10000,10000,10000,0.918504,2177.453699
50,10000,10000,10000,0.907073,2204.894529
50,10000,10000,10000,0.903516,2213.573973
51,10000,10000,10000,0.905507,2208.708170
51,10000,10000,10000,0.919569,2174.931256
51,10000,10000,10000,0.922694,2167.565481
51,10000,10000,10000,0.905484,2208.762675
51,10000,10000,10000,0.897538,2228.317247
52,10000,10000,10000,0.895069,2234.465310
52,10000,10000,10000,0.906649,2205.925120
52,10000,10000,10000,0.877449,2279.335252
52,10000,10000,10000,0.893685,2237.925537
52,10000,10000,10000,0.908244,2202.051244
53,10000,10000,10000,0.899113,2224.415726
53,10000,10000,10000,0.888096,2252.008084
53,10000,10000,10000,0.904054,2212.256173
53,10000,10000,10000,0.879903,2272.977429
53,10000,10000,10000,0.924756,2162.733170
54,10000,10000,10000,0.830439,2408.364439
54,10000,10000,10000,0.831499,2405.295098
54,10000,10000,10000,0.839261,2383.048357
54,10000,10000,10000,0.831042,2406.618277
54,10000,10000,10000,0.829915,2409.885672
55,10000,10000,10000,0.836154,2391.905105
55,10000,10000,10000,0.846426,2362.875997
55,10000,10000,10000,0.818336,2443.983988
55,10000,10000,10000,0.848512,2357.067362
55,10000,10000,10000,0.838688,2384.677130
56,10000,10000,10000,0.812943,2460.197210
56,10000,10000,10000,0.807630,2476.381726
56,10000,10000,10000,0.793569,2520.259992
56,10000,10000,10000,0.801621,2494.943510
56,10000,10000,10000,0.789660,2532.734504
57,10000,10000,10000,0.832318,2402.927649
57,10000,10000,10000,0.808178,2474.703105
57,10000,10000,10000,0.789346,2533.744193
57,10000,10000,10000,0.830727,2407.529303
57,10000,10000,10000,0.797688,2507.246544
58,10000,10000,10000,0.879244,2274.681785
58,10000,10000,10000,0.850749,2350.869958
58,10000,10000,10000,0.854173,2341.446879
58,10000,10000,10000,0.852678,2345.552443
58,10000,10000,10000,0.861891,2320.479080
59,10000,10000,10000,0.903789,2212.906765
59,10000,10000,10000,0.916963,2181.113727
59,10000,10000,10000,0.933231,2143.092811
59,10000,10000,10000,0.923373,2165.971157
59,10000,10000,10000,0.892055,2242.014889
60,10000,10000,10000,0.758736,2635.963036
60,10000,10000,10000,0.746328,2679.785823
60,10000,10000,10000,0.756660,2643.193837
60,10000,10000,10000,0.757884,2638.925821
60,10000,10000,10000,0.753715,2653.524042
61,10000,10000,10000,0.762335,2623.517744
61,10000,10000,10000,0.760634,2629.384574
61,10000,10000,10000,0.755656,2646.708232
61,10000,10000,10000,0.762430,2623.191668
61,10000,10000,10000,0.756011,2645.464521
62,10000,10000,10000,0.882899,2265.264146
62,10000,10000,10000,0.897831,2227.590076
62,10000,10000,10000,0.917034,2180.945060
62,10000,10000,10000,0.904706,2210.662941
62,10000,10000,10000,0.890310,2246.409218
63,10000,10000,10000,0.726367,2753.427353
63,10000,10000,10000,0.721945,2770.294727
63,10000,10000,10000,0.717223,2788.532470
63,10000,10000,10000,0.714570,2798.885409
63,10000,10000,10000,0.738275,2709.018479
64,10000,10000,10000,0.707628,2826.345590
64,10000,10000,10000,0.730458,2738.009760
64,10000,10000,10000,0.720410,2776.197547
64,10000,10000,10000,0.699404,2859.575776
64,10000,10000,10000,0.724575,2760.239534
