cores,m,k,n,time,GFLOPS
54,10000,10000,10000,1.448062,1381.156421
55,10000,10000,10000,1.502700,1330.937463
55,10000,10000,10000,1.499470,1333.804820
55,10000,10000,10000,1.370814,1458.987192
55,10000,10000,10000,1.499237,1334.011758
55,10000,10000,10000,1.488239,1343.870317
56,10000,10000,10000,1.491364,1341.053900
56,10000,10000,10000,1.475934,1355.074259
56,10000,10000,10000,1.464043,1366.080376
56,10000,10000,10000,1.392149,1436.628206
56,10000,10000,10000,1.459754,1370.094176
57,10000,10000,10000,1.453882,1375.627878
57,10000,10000,10000,1.464762,1365.409920
57,10000,10000,10000,1.450265,1379.057967
57,10000,10000,10000,1.444344,1384.711703
57,10000,10000,10000,1.367361,1462.671138
58,10000,10000,10000,1.508041,1326.223806
58,10000,10000,10000,1.523792,1312.515390
58,10000,10000,10000,1.521246,1314.712089
58,10000,10000,10000,1.524453,1311.945780
58,10000,10000,10000,1.543993,1295.342338
59,10000,10000,10000,1.410593,1417.843919
59,10000,10000,10000,1.433641,1395.049023
59,10000,10000,10000,1.405557,1422.923893
59,10000,10000,10000,1.416695,1411.736125
59,10000,10000,10000,1.343974,1488.124465
60,10000,10000,10000,1.431305,1397.326546
60,10000,10000,10000,1.466177,1364.092190
60,10000,10000,10000,1.477178,1353.933235
60,10000,10000,10000,1.418527,1409.912868
60,10000,10000,10000,1.446691,1382.465169
61,10000,10000,10000,1.432293,1396.362420
61,10000,10000,10000,1.446521,1382.627698
61,10000,10000,10000,1.431297,1397.334115
61,10000,10000,10000,1.400521,1428.040196
61,10000,10000,10000,1.337335,1495.511871
62,10000,10000,10000,1.326536,1507.686452
62,10000,10000,10000,1.357483,1473.315057
62,10000,10000,10000,1.356707,1474.157900
62,10000,10000,10000,1.388001,1440.921416
62,10000,10000,10000,1.367788,1462.215004
63,10000,10000,10000,1.463492,1366.594401
63,10000,10000,10000,1.413082,1415.345929
63,10000,10000,10000,1.459740,1370.106662
63,10000,10000,10000,1.468400,1362.027034
63,10000,10000,10000,1.472027,1358.670845
64,10000,10000,10000,1.462144,1367.853975
64,10000,10000,10000,1.450773,1378.575615
64,10000,10000,10000,1.485558,1346.295680
64,10000,10000,10000,1.381493,1447.708688
64,10000,10000,10000,1.441232,1387.702020
