size,cores,time
10000,111,0.920742
10000,111,0.808364
10000,111,0.905847
10000,111,0.924678
10000,111,0.887199
10000,111,0.880782
10000,111,0.899523
10000,111,0.920710
10000,112,0.871364
10000,112,0.941126
10000,112,0.802156
10000,112,0.891252
10000,112,0.849711
10000,112,0.796537
10000,112,0.831147
10000,112,0.779515
10000,112,0.859575
10000,112,0.914482
10000,113,0.863521
10000,113,0.890047
10000,113,0.921708
10000,113,0.841305
10000,113,0.909648
10000,113,0.899591
10000,113,0.748191
10000,113,0.924468
10000,113,0.821201
10000,113,0.856739
10000,114,0.913550
10000,114,0.915577
10000,114,0.844928
10000,114,0.918354
10000,114,0.781705
10000,114,0.900476
10000,114,0.940598
10000,114,0.912857
10000,114,0.907901
10000,114,0.858541
10000,115,0.904968
10000,115,0.904121
10000,115,0.865611
10000,115,0.788223
10000,115,0.878541
10000,115,0.908753
10000,115,0.796744
10000,115,0.771849
10000,115,0.813906
10000,115,0.898986
10000,116,0.799110
10000,116,0.957195
10000,116,0.900568
10000,116,0.897891
10000,116,0.833598
10000,116,0.852349
10000,116,0.891183
10000,116,0.881125
10000,116,0.812283
10000,116,0.895709
10000,117,0.915275
10000,117,0.800592
10000,117,0.843715
10000,117,0.854411
10000,117,0.799979
10000,117,0.849151
10000,117,0.826732
10000,117,0.876694
10000,117,0.859670
10000,117,0.892588
10000,118,0.890994
10000,118,0.797626
10000,118,0.897208
10000,118,0.772804
10000,118,0.887119
10000,118,0.852386
10000,118,0.891722
10000,118,0.899105
10000,118,0.847143
10000,118,0.775752
10000,119,0.900898
10000,119,0.771978
10000,119,0.909482
10000,119,0.918459
10000,119,0.975780
10000,119,0.908611
10000,119,0.917248
10000,119,0.836205
10000,119,0.899854
10000,119,0.817606
10000,120,0.889747
10000,120,0.783384
10000,120,0.897797
10000,120,0.889949
10000,120,0.784318
10000,120,0.924003
10000,120,0.812290
10000,120,0.834916
10000,120,0.914916
10000,120,0.913060
10000,121,0.900028
10000,121,0.896987
10000,121,0.829157
10000,121,0.778099
10000,121,0.839712
10000,121,0.875053
10000,121,0.882347
10000,121,0.775555
10000,121,0.758737
10000,121,0.800209
10000,122,0.904068
10000,122,0.897400
10000,122,0.884471
10000,122,0.879817
10000,122,0.890025
10000,122,0.772968
10000,122,0.823568
10000,122,0.871759
10000,122,0.816185
10000,122,0.879646
10000,123,0.798264
10000,123,0.866331
10000,123,0.742514
10000,123,0.753067
10000,123,0.895063
10000,123,0.766938
10000,123,0.875757
10000,123,0.912330
10000,123,0.767106
10000,123,0.856755
10000,124,0.776193
10000,124,0.757880
10000,124,0.743745
10000,124,0.876775
10000,124,0.905284
10000,124,0.873477
10000,124,0.799923
10000,124,0.922067
10000,124,0.880402
10000,124,0.836362
10000,125,0.753440
10000,125,0.902960
10000,125,0.893322
10000,125,0.891089
10000,125,0.842400
10000,125,0.884888
10000,125,0.897667
10000,125,0.897940
10000,125,0.905860
10000,125,0.888504
10000,126,0.901461
10000,126,0.872393
10000,126,0.892413
10000,126,0.881987
10000,126,0.776512
10000,126,0.897312
10000,126,0.902852
10000,126,0.809925
10000,126,0.879514
10000,126,0.758919
10000,127,0.860388
10000,127,0.868468
10000,127,0.897885
10000,127,0.873755
10000,127,0.896358
10000,127,0.768500
10000,127,0.878843
10000,127,0.826250
10000,127,0.896597
10000,127,0.907428
10000,128,0.807640
10000,128,0.806139
10000,128,0.896395
10000,128,0.878972
10000,128,0.872319
10000,128,0.865401
10000,128,0.836369
10000,128,0.905758
10000,128,0.894671
10000,128,0.874028
